code,kind,name,price,comment,score,province,city,star
tehran-arad,hotel,هتل آراد,,(۱۱),۲.۸,تهران,تهران,(۱ ستاره)
tehran-iranshahr,hotel,هتل ایرانشهر,,(۱),۲.۲,تهران,تهران,(۳ ستاره)
teheran grand hotels,hotel,"هتل هتل بزرگ 
تهران",,,,تهران,تهران,(۴ ستاره)
tehran-arman,hotel,هتل آرمان,,(۳),۳.۴,تهران,تهران,(۲ ستاره)
parsian azadi hotel tehran,hotel,هتل پارسیان آزادی,,(۵۰),۴.۱,تهران,تهران,(۵ ستاره)
tehran-mashhad,hotel,هتل مشهد,,,,تهران,تهران,(۳ ستاره)
tehran-elyan,hotel,هتل الیان,,(۲),۱.۹,تهران,تهران,(۲ ستاره)
tehran-parastoo,hotel,هتل پرستو,,(۲),۱.۴,تهران,تهران,(۲ ستاره)
tehran-karoon,hotel,"هتل کارون 
تهران",,(۳),۴.۱,تهران,تهران,(۳ ستاره)
tehran-danesh,hotel,هتل دانش,,(۱۱),۳.۴,تهران,تهران,(۲ ستاره)
abtin suites,hotel,هتل آبتین,,,,تهران,تهران,(۱ ستاره)
vernos-tehran,hotel,هتل ورنوس,,,,تهران,تهران,(۳ ستاره)
tehran-shahr,hotel,هتل شهر,,(۳۰),۳.۲,تهران,تهران,(۳ ستاره)
tehran-boolvar,hotel,هتل بولوار,,(۷),۴.۵,تهران,تهران,(۳ ستاره)
mashhad-madineh-reza,hotel,هتل مدینه الرضا,,(۵۲),۳.۸,خراسان رضوی,مشهد,(۵ ستاره)
mashhaad-darvishi,hotel,هتل مجلل درویشی,,(۶۷),۴.۴,خراسان رضوی,مشهد,(۵ ستاره)
mashhad-noor,hotel,هتل نور,,(۳),۴.۲,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-rosedarvishi,hotel,هتل رز درویشی,,(۳),۳.۹,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-kowsar,hotel,هتل کوثر,,,,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-neginpasargad,hotel,هتل نگین پاسارگاد,,(۱),۵,خراسان رضوی,مشهد,(۴ ستاره)
mashhad-almasnovin,hotel,هتل الماس نوین,,(۲۹),۴.۳,خراسان رضوی,مشهد,(۴ ستاره)
mashhad-almas,hotel,هتل الماس,,(۳۳),۴.۱,خراسان رضوی,مشهد,(۴ ستاره)
mashhad-kiana,hotel,هتل کیانا,,(۱۴),۴.۲,خراسان رضوی,مشهد,(۴ ستاره)
mashhad-ghasr,hotel,هتل بین المللی قصر,,(۱۱),۴.۰,خراسان رضوی,مشهد,(۵ ستاره)
mashhad-javad,hotel,هتل جواد,,(۱۵),۳.۸,خراسان رضوی,مشهد,(۴ ستاره)
mashhad-ghasr-talai,hotel,هتل قصر طلایی,,(۴۴),۴.۲,خراسان رضوی,مشهد,(۵ ستاره)
mashhad-homa-2,hotel,هتل هما ۲,,(۱۸),۴.۱,خراسان رضوی,مشهد,(۵ ستاره)
mashhad-marmar,hotel,هتل مرمر,,(۷),۳.۴,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-parsis,hotel,هتل پارسیس,,(۳۶),۳.۸,خراسان رضوی,مشهد,(۵ ستاره)
mashhad-ferdos,hotel,هتل فردوس,,(۲۵),۳.۶,خراسان رضوی,مشهد,(۴ ستاره)
mashhad-tara,hotel,هتل تارا,,(۱۴),۳.۲,خراسان رضوی,مشهد,(۴ ستاره)
mashhad-sinoor,hotel,هتل سی نور,,(۱۷),۳.۷,خراسان رضوی,مشهد,(۵ ستاره)
mashhad-homa-1,hotel,هتل هما ۱,,(۱۴),۳.۹,خراسان رضوی,مشهد,(۵ ستاره)
mashhad-pardisan,hotel,هتل پردیسان,,(۳۳),۴,خراسان رضوی,مشهد,(۵ ستاره)
mashhad-sarina,hotel,هتل سارینا,,(۱),۲,خراسان رضوی,مشهد,(۴ ستاره)
mashhad-firoozetoos,hotel,هتل فیروزه توس,,(۱),۵,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-marat,hotel,هتل مرآت,,(۵),۴,خراسان رضوی,مشهد,(۴ ستاره)
mashhad-helma,hotel,هتل حلما,,(۳۳),۴,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-refah,hotel,هتل رفاه,,(۱۸),۴.۶,خراسان رضوی,مشهد,(۴ ستاره)
mashhad-zamzam2,hotel,هتل زمزم ۲,,(۱),۵,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-adina,hotel,هتل آدینا,,(۱۲),۴.۴,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-aban,hotel,هتل آبان,,(۲),۴.۹,خراسان رضوی,مشهد,(۴ ستاره)
mashhad-helia,hotel,هتل هلیا,,(۲۱),۴,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-samen,hotel,هتل ثامن,,(۲),۴.۱,خراسان رضوی,مشهد,(۴ ستاره)
mashhad-mayamey,hotel,هتل میامی,,(۱۴),۳.۸,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-reza,hotel,هتل رضا,,(۴),۴,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-porsetareh,hotel,هتل پرستاره,,(۱۲),۴.۷,خراسان رضوی,مشهد,(۱ ستاره)
mashhad-enghlab,hotel,هتل انقلاب,,(۴),۳,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-jam,hotel,هتل جم,,(۸),۴,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-farhangohonar,hotel,هتل فرهنگ و هنر,,(۴۰),۴.۴,خراسان رضوی,مشهد,(۳ ستاره)
263364ce8a,hotel,هتل ارمغان,,(۲),۳,خراسان رضوی,مشهد,(۱ ستاره)
948f3e29af,hotel,هتل جمالی,,(۲۸),۳.۲,خراسان رضوی,مشهد,(۱ ستاره)
mashhad-ghasre-aidin,hotel,هتل قصر آیدین,,(۳۱),۴,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-melal,hotel,هتل ملل,,(۱۴),۴.۳,خراسان رضوی,مشهد,(۱ ستاره)
mashhad-sahand,hotel,هتل سهند,,(۳۰),۴.۱,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-arsan,hotel,هتل آرسان,,(۲۸),۴.۶,خراسان رضوی,مشهد,(۱ ستاره)
mashhad-iran,hotel,هتل ایران,,(۹),۳.۳,خراسان رضوی,مشهد,(۴ ستاره)
mashhad-atrak,hotel,هتل اترک,,(۷۱),۴,خراسان رضوی,مشهد,(۴ ستاره)
0e190d33f9,hotel,هتل سخاوت,,(۶),۲.۵,خراسان رضوی,مشهد,(۱ ستاره)
moghadam,hotel,هتل مقدم,,(۲۲),۱.۸,خراسان رضوی,مشهد,(۱ ستاره)
mashhad-karen,hotel,هتل کارن,,(۵۷),۴.۵,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-hermes,hotel,هتل هرمس,,(۱۲),۲.۵,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-tehran,hotel,هتل تهران,,(۷),۳.۵,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-ferdousi,hotel,هتل فردوسی,,(۴),۳.۷,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-melal,hotel,هتل ملل,,(۱۴),۴.۳,خراسان رضوی,مشهد,(۱ ستاره)
mashhad-sahand,hotel,هتل سهند,,(۳۰),۴.۱,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-arsan,hotel,هتل آرسان,,(۲۸),۴.۶,خراسان رضوی,مشهد,(۱ ستاره)
mashhad-iran,hotel,هتل ایران,,(۹),۳.۳,خراسان رضوی,مشهد,(۴ ستاره)
mashhad-samenb,hotel,هتل ثامن بلوک b,,(۲),۴.۴,خراسان رضوی,مشهد,(۲ ستاره)
fbdd7e998a,hotel,هتل تابش,,(۲),۴.۲,خراسان رضوی,مشهد,(۱ ستاره)
1f57d60492,hotel,هتل صدف,,(۳),۲.۹,خراسان رضوی,مشهد,(۱ ستاره)
6c8a542f0c,hotel,هتل آریا,,(۳),۳.۱,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-javadie,hotel,هتل جوادیه,,(۱۴),۳.۴,خراسان رضوی,مشهد,(۲ ستاره)
c974c62a26,hotel,هتل آیدا,,(۲),۵,خراسان رضوی,مشهد,(۱ ستاره)
6fb470388e,hotel,هتل اوستا,,,,خراسان رضوی,مشهد,(۱ ستاره)
mashhad-haft-aseman,hotel,هتل هفت آسمان,,(۱),۱.۶,خراسان رضوی,مشهد,(۳ ستاره)
7dc6074779,hotel,هتل  امین,,,,خراسان رضوی,مشهد,(۱ ستاره)
mashhad-gole-gandom,hotel,هتل گل گندم شباهنگ,,(۱),۳.۴,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-edris,hotel,هتل ادریس,,(۱۰),۳.۷,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-parmida,hotel,هتل پارمیدا,,(۶),۲.۹,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-hatra,hotel,هتل هاترا,,(۴۹),۳.۹,خراسان رضوی,مشهد,(۳ ستاره)
fajr-mashhad,hotel,هتل فجر,,,,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-aras,hotel,هتل ارس,,(۱۹),۳.۷,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-sadra,hotel,هتل صدرا,,,,خراسان رضوی,مشهد,(۲ ستاره)
royal hotel darvishi,hotel,هتل رویال هتل درویشی,,,,خراسان رضوی,مشهد,(۵ ستاره)
mashhad-didar,hotel,هتل دیدار,,,,خراسان رضوی,مشهد,(۱ ستاره)
mashhad-parkhayat,hotel,هتل پارک حیات,,(۱۶),۴.۳,خراسان رضوی,مشهد,(۵ ستاره)
mashhad-yalda,hotel,هتل یلدا,,(۱۴),۳.۶,خراسان رضوی,مشهد,(۱ ستاره)
mashhad-almas2,hotel,هتل الماس ۲,,(۸۶),۴.۱,خراسان رضوی,مشهد,(۵ ستاره)
mashhad-seraj,hotel,هتل سراج,,(۸),۳,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-bakhtar,hotel,هتل باختر,,(۸),۲.۵,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-javaheri,hotel,هتل جواهری,,(۱۹),۲.۴,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-ayran,hotel,هتل آیران,,(۵),۳.۵,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-esteghlal,hotel,هتل استقلال,,,,خراسان رضوی,مشهد,(۱ ستاره)
mashhad-farid,hotel,هتل فرید,,(۱۰),۴.۱,خراسان رضوی,مشهد,(۲ ستاره)
35abb5698d,hotel,هتل طبرستان,,(۱),۱.۶,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-espinas,hotel,هتل سپنتا (اسپیناس سابق),,(۲),۳.۹,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-minoo,hotel,هتل مینو,,,,خراسان رضوی,مشهد,(۴ ستاره)
066f187467,hotel,هتل ساوین,,,,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-mashhad,hotel,"هتل 
مشهد",,(۵),۳.۸,خراسان رضوی,مشهد,(۴ ستاره)
mashhad-nisim,hotel,هتل نسیم,,,,خراسان رضوی,مشهد,(۳ ستاره)
5296c0af18,hotel,هتل فردیس,,,,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-faraz,hotel,هتل فراز,,(۲),۲.۷,خراسان رضوی,مشهد,(۲ ستاره)
8ceca2d4f3,hotel,هتل رویا,,,,خراسان رضوی,مشهد,(۱ ستاره)
mashhad-khaneh-sabz,hotel,هتل خانه سبز,,(۷۰),۴.۳,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-simorgh,hotel,هتل سیمرغ,,(۱),۴,خراسان رضوی,مشهد,(۳ ستاره)
164674e94c,hotel,هتل هتل پاویون,,,,خراسان رضوی,مشهد,(۱ ستاره)
19b9f6529f,hotel,هتل آفتاب شرق,,,,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-monji,hotel,هتل منجی,,(۳),۳.۷,خراسان رضوی,مشهد,(۳ ستاره)
atoor-mashhad,hotel,هتل آتور,,(۱۱),۴,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-eram,hotel,هتل ارم,,(۲۲),۳.۶,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-laleh,hotel,هتل لاله,,(۵),۲.۹,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-elina,hotel,هتل الینا,,(۱),۳.۴,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-saber,hotel,هتل صابر,,,,خراسان رضوی,مشهد,(۱ ستاره)
ee0556858d,hotel,هتل عقیق رضوی,,(۵),۳.۴,خراسان رضوی,مشهد,(۲ ستاره)
1a89592af8,hotel,هتل سلما,,,,خراسان رضوی,مشهد,(۱ ستاره)
mashhad-misagh,hotel,هتل میثاق,,(۱۴),۳.۹,خراسان رضوی,مشهد,(۴ ستاره)
mashhad-alvand,hotel,هتل الوند,,(۲۴),۳.۴,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-afrigha,hotel,هتل آفریقا,,,,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-shaker,hotel,هتل شاکر,,(۲),۳.۳,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-parsian,hotel,هتل پارسیان,,(۷),۲.۵,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-bargah,hotel,هتل بارگاه,,,,خراسان رضوی,مشهد,(۱ ستاره)
mashhad-mojalaliranzamin,hotel,هتل مجلل ایران زمین,,(۳۵),۳.۷,خراسان رضوی,مشهد,(۳ ستاره)
arman hotel,hotel,هتل آرمان,,(۱۸),۴.۶,خراسان رضوی,مشهد,(۱ ستاره)
mashhad-pars,hotel,هتل پارس,,(۲۳),۴.۲,خراسان رضوی,مشهد,(۵ ستاره)
mashhad-neginpasargad,hotel,هتل نگین پاسارگاد,,(۲),۵,خراسان رضوی,مشهد,(۴ ستاره)
mashhad-sahand2,hotel,هتل سهند ۲,,(۳۷),۴.۲,خراسان رضوی,مشهد,(۱ ستاره)
mashhad-nasim shargh,hotel,هتل نسیم شرق,,(۱),۱.۸,خراسان رضوی,مشهد,(۱ ستاره)
mashhad-sadeghieh,hotel,هتل صادقیه,,(۴),۳.۲,خراسان رضوی,مشهد,(۳ ستاره)
mashhad-razavieh,hotel,هتل رضویه,,(۲۷),۴,خراسان رضوی,مشهد,(۳ ستاره)
83d79a6bcd,hotel,هتل کوثر,,(۳),۳,خراسان رضوی,مشهد,(۲ ستاره)
mashhad-kosar-nab,hotel,هتل کوثر ناب,,(۷),۴.۷,خراسان رضوی,مشهد,(۵ ستاره)
mashhad-mahallat,hotel,هتل محلات,,(۹),۳.۳,خراسان رضوی,مشهد,(۳ ستاره)
6fce92ffb3,hotel,هتل حریرستان,,,,خراسان رضوی,مشهد,(۳ ستاره)
zanjan-bozorg,hotel,هتل بزرگ,,(۵),۳.۳,زنجان,زنجان,(۴ ستاره)
zanjan-parkhotel,hotel,هتل پارک,,(۵),۳.۵,زنجان,زنجان,(۳ ستاره)
zanjan-jahangardi,hotel,"هتل جهانگردی 
زنجان",,(۷),۳.۵,زنجان,زنجان,(۲ ستاره)
zanjan-sepehr,hotel,هتل سپهر,,(۲۰),۳.۵,زنجان,زنجان,(۳ ستاره)
abhar-gilas,hotel,هتل گیلاس,,,,زنجان,زنجان,(۱ ستاره)
zanjan-payam,hotel,هتل پیام,,(۱۲),۳.۱,زنجان,زنجان,(۳ ستاره)
bastam-jahangardi,hotel,هتل جهانگردی بسطام,,(۴),۳.۵,سمنان,بسطام,(۳ ستاره)
damghan-jahangardi,hotel,هتل جهانگردی,,(۲),۳.۵,سمنان,دامغان,(۲ ستاره)
semnan-darband,hotel,هتل دربند,,(۱),۲,سمنان,مهدی شهر,(۴ ستاره)
semnan-sangsar,hotel,هتل سنگسر,,(۳),۳.۱,سمنان,مهدی شهر,(۳ ستاره)
shahrood-jahangardi,hotel,هتل جهانگردی شاهرود,,(۳),۳.۷,سمنان,شاهرود,(۳ ستاره)
semnan-jahangardi,hotel,هتل جهانگردی,,(۶),۳.۸,سمنان,سمنان,(۳ ستاره)
shahmirzad-saran,hotel,هتل ساران شهمیرزاد,,,,سمنان,شهمیرزاد,(۴ ستاره)
gasr-bastam,hotel,هتل قصر بسطام,,,,سمنان,بسطام,(۴ ستاره)
shahrood-parmida,hotel,هتل پارامیدا,,(۱),۱,سمنان,شاهرود,(۴ ستاره)
b5c7f686d2,hotel,هتل رویال,,,,سمنان,شاهرود,(۲ ستاره)
semnan-gootkemall,hotel,هتل گوتکه مال,,(۱۶),۳.۵,سمنان,سمنان,(۵ ستاره)
tehran-espinas,hotel,"هتل اسپیناس خلیج 
فارس",,(۳),۲,تهران,تهران,(۵ ستاره)
shiraz-bozorg,hotel,هتل بزرگ,,(۶۳),۴.۵,فارس,شیراز,(۵ ستاره)
shiraz-elizeh,hotel,هتل الیزه,,(۴۰),۴.۲,فارس,شیراز,(۴ ستاره)
shiraz-karimkhan,hotel,هتل کریم خان,,(۲۴),۳.۸,فارس,شیراز,(۴ ستاره)
bandarabas-khalijfars,hotel,"هتل خلیج 
فارس",,,,هرمزگان,بندر عباس,(۵ ستاره)
shiraz-zandieh,hotel,هتل زندیه,,(۳۱),۴.۴,فارس,شیراز,(۵ ستاره)
shiraz-shams,hotel,هتل شمس,,(۵),۴.۱,فارس,شیراز,(۲ ستاره)
shiraz-chamran,hotel,هتل چمران,,(۴۰),۳.۹,فارس,شیراز,(۵ ستاره)
shiraz-homa,hotel,هتل هما,,(۱۷),۴.۱,فارس,شیراز,(۵ ستاره)
shiraz-ariobarzan,hotel,هتل آریوبرزن,,(۲۹),۳.۳,فارس,شیراز,(۴ ستاره)
shiraz-perspolis,hotel,هتل پرسپولیس,,(۳۳),۳.۵,فارس,شیراز,(۵ ستاره)
shiraz-royal,hotel,هتل رویال,,(۶),۳.۵,فارس,شیراز,(۴ ستاره)
shiraz-parksaadi,hotel,هتل پارک سعدی,,(۱۱),۳.۷,فارس,شیراز,(۴ ستاره)
shiraz-parseh,hotel,هتل پارسه,,(۲۰),۳.۷,فارس,شیراز,(۳ ستاره)
shiraz-parsian,hotel,هتل پارسیان,,(۱۴),۳.۶,فارس,شیراز,(۴ ستاره)
shiraz-pars,hotel,هتل پارس,,(۷۱),۳.۸,فارس,شیراز,(۴ ستاره)
shiraz-atlas,hotel,هتل اطلس,,(۴۵),۳.۸,فارس,شیراز,(۳ ستاره)
shiraz-keyvan,hotel,هتل کیوان,,(۷),۴.۳,فارس,شیراز,(۱ ستاره)
shiraz-arg,hotel,هتل ارگ,,(۵۲),۴.۲,فارس,شیراز,(۳ ستاره)
shiraz-talar,hotel,هتل تالار,,(۱۰),۳.۵,فارس,شیراز,(۳ ستاره)
0aa33f33fe,hotel,هتل سنتی درباری,,(۶),۴.۴,فارس,شیراز,(۱ ستاره)
shiraz-jahangardi,hotel,هتل جهانگردی,,(۵),۳.۷,فارس,شیراز,(۳ ستاره)
fasa-jahangardi,hotel,هتل جهانگردی فسا,,(۶),۴.۴,فارس,فسا,(۲ ستاره)
firuzabad-jahangardi,hotel,هتل جهانگردی فیروزآباد,,(۱),۵,فارس,فیروزآباد,(۲ ستاره)
shiraz-vakil,hotel,هتل سنتی وکیل,,(۲۹),۴,فارس,شیراز,(۳ ستاره)
kazerun-bishapur,hotel,هتل بیشاپور,,(۶),۴.۱,فارس,کازرون,(۲ ستاره)
7ea1e0c3cb,hotel,هتل قوام,,(۳),۲.۴,فارس,شیراز,(۱ ستاره)
jahrom-pasargad,hotel,هتل پاسارگاد,,(۳),۴.۳,فارس,جهرم,(۲ ستاره)
shiraz-hafez,hotel,هتل حافظ,,(۱۰),۳.۵,فارس,شیراز,(۲ ستاره)
shiraz-nasir ai-mulk,hotel,هتل نصیر الملک,,(۲),۲.۴,فارس,شیراز,(۲ ستاره)
shiraz-sonnati-niyayesh,hotel,هتل مجموعه هتل های سنتی میراثی نیایش,,(۲۱),۳.۴,فارس,شیراز,(۳ ستاره)
shiraz-takhtejamshid,hotel,هتل جهانگردی تخت جمشید,,(۳),۳.۹,فارس,شیراز,(۳ ستاره)
8a3273339b,hotel,هتل فرهمند,,(۴),۳.۸,فارس,جهرم,(۱ ستاره)
shiraz-shayan,hotel,هتل لطفعلی خان (شایان),,(۳۰),۳.۳,فارس,شیراز,(۲ ستاره)
shiraz-sadra,hotel,هتل صدرا,,(۱۳),۳.۵,فارس,شیراز,(۲ ستاره)
shiraz-khanesabz,hotel,هتل خانه سبز,,,,فارس,شیراز,(۱ ستاره)
shiraz-shirazis,hotel,هتل شیرازیس,,,,فارس,شیراز,(۳ ستاره)
darab-naghshshapoor,hotel,هتل نقش شاپور,,,,فارس,داراب,(۳ ستاره)
shiraz-amir kabir,hotel,هتل امیر کبیر,,(۶),۳.۴,فارس,شیراز,(۳ ستاره)
shiraz-eram,hotel,هتل ارم,,(۱۶),۳.۸,فارس,شیراز,(۳ ستاره)
shiraz-parkhotel,hotel,هتل پارک,,(۲۲),۳.۷,فارس,شیراز,(۴ ستاره)
gonaveh-setareh,hotel,"هتل ستاره خلیج 
فارس",,,,بوشهر,گناوه,(۳ ستاره)
sareyn-rezvankhaijfars,hotel,"هتل رضوان خلیج 
فارس",,(۸),۲.۹,اردبیل,سرعین,(۴ ستاره)
80c935dad5,hotel,"هتل خلیج 
فارس",,,,گیلان,آستارا,(۱ ستاره)
6f6abf39ee,hotel,هتل جهانگردی فیروزآباد,,,,فارس,فیروزآباد,(۱ ستاره)
shiraz-ariyana,hotel,هتل آریانا,,(۴۹),۲.۹,فارس,شیراز,(۲ ستاره)
31d1f48762,hotel,هتل  رودکی,,,,فارس,شیراز,(۳ ستاره)
497d702b52,hotel,هتل آناهیتا,,,,فارس,شیراز,(۱ ستاره)
qeshm-khalij-fars,hotel,"هتل ساحلی خلیج 
فارس",,(۶),۲.۶,هرمزگان,قشم,(۳ ستاره)
shiraz-panjdari,hotel,هتل پنج دری,,(۱۹),۳.۷,فارس,شیراز,(۳ ستاره)
shiraz-khanesabz,hotel,هتل خانه سبز,,,,فارس,شیراز,(۱ ستاره)
shiraz-setaregan,hotel,هتل ستارگان,,(۱۷),۳.۷,فارس,شیراز,(۴ ستاره)
shiraz-beynolharameyn,hotel,هتل بین الحرمین,,(۱۵),۴.۵,فارس,شیراز,(۳ ستاره)
6a5c91a199,hotel,هتل  فردیس,,,,فارس,شیراز,(۱ ستاره)
jaam e jam hotel,hotel,هتل جام جم,,(۹),۲.۳,فارس,شیراز,(۱ ستاره)
shiraz-sasan,hotel,هتل ساسان,,(۳۷),۴,فارس,شیراز,(۲ ستاره)
tehran-shiraz,hotel,"هتل 
شیراز",,(۸۱),۴.۶,تهران,تهران,(۳ ستاره)
ghazvin=iranin,hotel,هتل ایرانیان,,(۲۱),۴.۲,قزوین,قزوین,(۳ ستاره)
ghazvin-marmar,hotel,هتل مرمر,,(۹),۲.۷,قزوین,قزوین,(۳ ستاره)
ghazvin-baghdadi,hotel,هتل بغدادی,,(۱),۱.۲,قزوین,قزوین,(۴ ستاره)
ghazvin=minoo,hotel,هتل مینو,,(۵),۴.۵,قزوین,قزوین,(۲ ستاره)
qazvin-alborz,hotel,هتل البرز,,(۹),۳.۸,قزوین,قزوین,(۲ ستاره)
ghazvin-rajia,hotel,هتل راژیا,,(۹),۳.۸,قزوین,قزوین,(۲ ستاره)
qazvin-miremad,hotel,هتل میرعماد,,(۶),۳.۷,قزوین,قزوین,(۱ ستاره)
ghazvin-safir,hotel,هتل سفیر,,(۱۰),۳.۵,قزوین,قزوین,(۲ ستاره)
qazvin-iran,hotel,هتل ایران,,(۱),۵,قزوین,قزوین,(۲ ستاره)
alamut-navizar,hotel,هتل نویذر الموت,,,,قزوین,الموت,(۱ ستاره)
qazvin-arshia,hotel,هتل ارشیا,,,,قزوین,قزوین,(۲ ستاره)
ghazvin-khanehbehroozi,hotel,هتل خانه بهروزی,,(۳),۳.۶,قزوین,قزوین,(۳ ستاره)
qazvin-sina,hotel,هتل سینا,,(۹),۳.۹,قزوین,قزوین,(۳ ستاره)
qom-beynolmelali,hotel,هتل بین المللی,,(۵),۴,قم,قم,(۴ ستاره)
ghom_esteghlal,hotel,هتل استقلال,,(۸),۳.۹,قم,قم,(۴ ستاره)
ghom-niavaran,hotel,هتل نیاوران,,(۴),۲.۹,قم,قم,(۳ ستاره)
qom-karime,hotel,هتل کریمه,,(۵),۴.۱,قم,قم,(۴ ستاره)
qom-parsia,hotel,هتل پارسیا,,(۳),۳.۴,قم,قم,(۴ ستاره)
alvand-qom,hotel,هتل الوند,,(۱۰),۳,قم,قم,(۴ ستاره)
qom-araz,hotel,هتل آراز,,(۱),۴.۴,قم,قم,(۳ ستاره)
qom-mahestan,hotel,هتل مهسان,,(۱۱),۴.۲,قم,قم,(۴ ستاره)
qom-raspina,hotel,هتل راسپینا,,(۱),۵,قم,قم,(۱ ستاره)
qom-plampic,hotel,هتل المپیک,,(۵),۳.۴,قم,قم,(۴ ستاره)
ghom-ariya,hotel,هتل آریا,,(۹),۳.۲,قم,قم,(۲ ستاره)
69c805098e,hotel,هتل سلوی,,,,قم,قم,(۱ ستاره)
ghom-jamil,hotel,هتل جمیل,,(۶),۳.۵,قم,قم,(۳ ستاره)
qom-mahan,hotel,هتل ماهان,,(۵),۴.۸,قم,قم,(۲ ستاره)
safa,hotel,هتل صفا,,,,قم,قم,(۴ ستاره)
qom-rose,hotel,هتل رز,,(۸),۲.۹,قم,قم,(۲ ستاره)
qom-khorshid,hotel,هتل خورشید,,(۶),۴.۷,قم,قم,(۴ ستاره)
qom-tashrifat,hotel,هتل تشریفات,,,,قم,قم,(۳ ستاره)
ghom-emami,hotel,هتل امامی,,(۵),۳,قم,قم,(۲ ستاره)
07cc9f0697,hotel,هتل اقاقیای سفید,,(۴),۳.۹,قم,قم,(۱ ستاره)
al zahra,hotel,هتل الزهرا,,,,قم,قم,(۳ ستاره)
ghom-ferdows,hotel,هتل فردوس,,(۳),۲.۹,قم,قم,(۲ ستاره)
sanandaj-jahangardi,hotel,هتل جهانگردی,,(۱۰),۴,کردستان,سنندج,(۳ ستاره)
2147240ae7,hotel,هتل داوینکو,,(۶),۳.۶,کردستان,بانه,(۳ ستاره)
saghez-kourd,hotel,هتل کورد,,(۱),۳.۸,کردستان,سقز,(۳ ستاره)
baneh-arian,hotel,هتل آریان,,(۱),۲,کردستان,بانه,(۳ ستاره)
bane-lale,hotel,هتل هاله (لاله سابق),,(۶),۳,کردستان,بانه,(۵ ستاره)
marivan-jahangardi,hotel,هتل جهانگردی,,,,کردستان,مریوان,(۱ ستاره)
marivan-zarivar,hotel,هتل زریوار,,(۵),۳,کردستان,مریوان,(۳ ستاره)
saghez-mad,hotel,هتل ماد,,(۴),۲.۷,کردستان,سقز,(۳ ستاره)
marivan-noruz,hotel,هتل نوروز,,(۱),۲.۲,کردستان,مریوان,(۳ ستاره)
baane-zana,hotel,هتل زانا,,(۱),۳.۶,کردستان,بانه,(۳ ستاره)
ghorve-mozhde,hotel,هتل مژده,,,,کردستان,قروه,(۲ ستاره)
c1a79508f7,hotel,هتل  هدایت,,,,کردستان,سنندج,(۱ ستاره)
sanandaj-shadi,hotel,هتل شادی,,(۲۸),۳.۶,کردستان,سنندج,(۴ ستاره)
bane-saman,hotel,هتل سامان,,(۱),۱,کردستان,بانه,(۲ ستاره)
baneh-shaar,hotel,هتل شار,,(۲),۱.۷,کردستان,بانه,(۲ ستاره)
3f9de6c9be,hotel,هتل ریبوار,,,,کردستان,دهگلان,(۱ ستاره)
5d803419ae,hotel,هتل  میران,,,,کردستان,مریوان,(۱ ستاره)
uraman-sangi,hotel,هتل سنگی شادی(هورامان سابق),,(۲),۲.۶,کردستان,سنندج,(۳ ستاره)
